stop_id,stop_name,stop_lat,stop_lon
0521_099,浜市川,,
0522_001,はまなす学園,,
0523_001,浜名谷地,,
0523_002,浜名谷地,,
0523_099,浜名谷地,,
0524_001,東運動公園,,
0524_002,東運動公園,,
0524_099,東運動公園,,
0525_001,東ヶ丘,,
0525_099,東ヶ丘,,
0526_001,東給食センター,,
0526_002,東給食センター,,
0526_099,東給食センター,,
0527_001,東高校通,,
0527_099,東高校通,,
0528_001,東十日市（赤坂側）,,
0528_002,東十日市（西十日市側）,,
0528_099,東十日市,,
0529_001,東霊園,,
0529_002,東霊園,,
0529_099,東霊園,,
0530_001,一日市,,
0530_099,一日市,,
0531_001,一日市口,,
0531_099,一日市口,,
0532_001,一日市生活館前,,
0532_099,一日市生活館前,,
0533_001,日計,,
0533_002,日計,,
0533_099,日計,,
0534_001,日計ヶ丘,,
0534_002,日計ヶ丘,,
0534_099,日計ヶ丘,,
0535_001,平庭,,
0535_002,平庭,,
0535_099,平庭,,
0536_001,ﾌｪﾘｰﾀｰﾐﾅﾙ,,
0536_099,ﾌｪﾘｰﾀｰﾐﾅﾙ,,
0537_001,深久保,,
0537_099,深久保,,
0538_001,吹上,,
0538_002,吹上,,
0538_099,吹上,,
0539_001,吹上栄町,,
0539_002,吹上栄町,,
0539_099,吹上栄町,,
0540_001,吹上仲町,,
0540_002,吹上仲町,,
0540_099,吹上仲町,,
0541_001,藤覚,,
0541_002,藤覚,,
0541_099,藤覚,,
0542_001,二ツ家,,
0542_002,二ツ家,,
0542_099,二ツ家,,
0543_001,二日市,,
0543_002,二日市,,
0543_099,二日市,,
0544_001,舟見町,,
0544_002,舟見町,,
0544_003,舟見町,,
0544_099,舟見町,,
0545_001,古川,,
0545_002,古川,,
0545_099,古川,,
0546_001,古戸口,,
0546_002,古戸口,,
0546_099,古戸口,,
0547_001,根城エレンシア前,,
0547_002,根城エレンシア前,,
0547_099,根城エレンシア前,,
0548_001,平和病院前,,
0548_002,平和病院前,,
0548_099,平和病院前,,
0549_001,法師窪,,
0549_002,法師窪,,
0550_001,法師浜,,
0550_099,法師浜,,
0551_001,ホロキ長根,,
0551_002,ホロキ長根,,
0551_099,ホロキ長根,,
0552_001,本八戸駅,,
0552_099,本八戸駅,,
0553_001,シルバークリニック入口,,
0553_099,シルバークリニック入口,,
0554_001,ピアドゥ前,,
0554_002,ピアドゥ前,,
0554_099,ピアドゥ前,,
0555_001,白山浄水場前,,
0555_002,白山浄水場前,,
0555_099,白山浄水場前,,
0556_001,八戸学院大学,,
0556_099,八戸学院大学,,
0557_001,ピアドゥベイパーク前,,
0557_099,ピアドゥベイパーク前,,
0558_001,白山台中学校前,,
0558_002,白山台中学校前,,
0560_001,官舎入口,,
0560_002,官舎入口,,
0560_099,官舎入口,,
0561_001,八食センター,,
0562_001,フラット通,,
0562_002,フラット通,,
0563_001,轟木,,
0564_001,新田,,
0565_001,デーリー東北新聞社前,,
0565_002,デーリー東北新聞社前,,
0565_099,デーリー東北新聞社前,,
0600_001,前田,,
0600_002,前田,,
0600_099,前田,,
0601_001,前山,,
0601_002,前山,,
0601_099,前山,,
0602_001,巻目,,
0602_002,巻目,,
0602_099,巻目,,
0603_001,町畑,,
0603_002,町畑,,
0603_099,町畑,,
0604_001,町畑小学校前,,
0604_099,町畑小学校前,,
0605_001,町畑通,,
0605_002,町畑通,,
0605_099,町畑通,,
0606_001,松ヶ丘,,
0606_002,松ヶ丘,,
0606_099,松ヶ丘,,
0607_001,松園町,,
0607_002,松園町,,
0607_099,松園町,,
0608_001,松平病院通,,
0608_099,松平病院通,,
0609_001,松館口,,
0609_099,松館口,,
0610_001,松美ヶ丘,,
0610_002,松美ヶ丘,,
0610_099,松美ヶ丘,,
0611_001,馬淵大橋,,
0612_001,岬台団地,,
0612_099,岬台団地,,
0613_001,岬台団地北口,,
0613_002,岬台団地北口,,
0613_003,岬台団地北口（西小沢側）,,
0613_099,岬台団地北口,,
0614_001,岬台団地西口,,
0614_002,岬台団地西口,,
0614_099,岬台団地西口,,
0615_001,岬台団地入口（岬台団地側）,,
0615_002,岬台団地入口（岬台団地側）,,
0615_003,岬台団地入口（岬台団地北口側）,,
0615_004,岬台団地入口（岬台団地北口側）,,
0615_099,岬台団地入口,,
0616_001,岬町,,
0616_002,岬町,,
0616_099,岬町,,
0617_001,三島上,,
0617_002,三島上,,
0617_099,三島上,,
0618_001,三島下,,
0618_002,三島下,,
0618_099,三島下,,
0619_001,見立山,,
0619_002,見立山,,
0619_099,見立山,,
0620_001,道合,,
0620_002,道合,,
0620_099,道合,,
0621_001,八戸中心街ターミナル（三日町）,,
0621_002,八戸中心街ターミナル（八日町）,,
0621_003,八戸中心街ターミナル（中央通り）,,
0621_004,八戸中心街ターミナル（朔日町）,,
0621_005,八戸中心街ターミナル（六日町）,,
0621_051,八戸中心街ターミナル（三日町）朝市,,
0621_052,八戸中心街ターミナル（八日町）朝市,,
0621_054,八戸中心街ターミナル（朔日町）朝市,,
0621_055,八戸中心街ターミナル（六日町）朝市,,
0621_099,三日町,,
0621_100,六日町,,
0622_001,三菱製紙前,,
0622_002,三菱製紙前,,
0622_003,三菱製紙前,,
0622_099,三菱製紙前,,
0623_001,緑ヶ丘,,
0623_002,緑ヶ丘,,
0623_099,緑ヶ丘,,
0624_001,みどり団地,,
0624_002,みどり団地,,
0625_001,緑町,,
0625_099,緑町,,
0626_001,湊高台一丁目,,
0626_002,湊高台一丁目,,
0626_099,湊高台一丁目,,
0627_001,湊高台五丁目,,
0627_002,湊高台五丁目,,
0627_099,湊高台五丁目,,
0628_001,湊高台二丁目,,
0628_002,湊高台二丁目,,
0628_099,湊高台二丁目,,
0629_001,湊高台四丁目,,
0629_002,湊高台四丁目,,
0629_099,湊高台四丁目,,
0630_001,湊病院前,,
0630_002,湊病院前,,
0630_099,湊病院前,,
0631_001,湊本町,,
0631_002,湊本町,,
0631_099,湊本町,,
0631_102,湊本町（朝市）,,
0632_001,みなと楽市,,
0633_001,南売市,,
0633_002,南売市,,
0633_099,南売市,,
0634_001,北白山台,,
0634_002,北白山台,,
0634_099,北白山台,,
0635_001,高等支援学校前,,
0635_099,高等支援学校前,,
0636_001,南浜中学校前,,
0636_099,南浜中学校前,,
0637_001,南横町,,
0637_099,南横町,,
0638_001,見晴台,,
0638_002,見晴台,,
0638_099,見晴台,,
0639_001,美保野一区,,
0639_099,美保野一区,,
0640_001,美保野口,,
0640_002,美保野口,,
0640_099,美保野口,,
0641_001,美保野三区,,
0641_099,美保野三区,,
0642_001,美保野通,,
0643_001,美保野二区,,
0643_099,美保野二区,,
0644_001,三八城公民館前,,
0644_002,三八城公民館前,,
0645_001,妙,,
0645_002,妙,,
0645_099,妙,,
0646_001,陸奥市川駅通,,
0646_002,陸奥市川駅通,,
0646_003,陸奥市川駅通（陸奥市川駅側）,,
0646_099,陸奥市川駅通,,
0647_001,陸奥市川駅前,,
0647_002,陸奥市川駅前,,
0647_099,陸奥市川駅前,,
0648_001,陸奥湊駅前,,
0648_002,陸奥湊駅前,,
0648_099,陸奥湊駅前,,
0649_001,盲ろう学校通（緑町側）,,
0649_002,盲ろう学校通（蟇平側）,,
0649_003,盲ろう学校通（蟇平側）,,
0649_099,盲ろう学校通,,
0650_001,元木,,
0650_002,元木,,
0650_099,元木,,
0651_001,小中野三丁目,,
0651_099,小中野三丁目,,
0652_001,松ケ崎(旧),,
0652_002,松ケ崎(旧),,
0652_099,松ケ崎,,
0653_001,新組町,,
0653_002,新組町,,
0653_099,新組町,,
0654_001,松ヶ崎,,
0654_002,松ヶ崎,,
0654_099,松ヶ崎,,
0655_001,南田面木,,
0655_002,南田面木,,
0656_001,美保野生活館前,,
0656_099,美保野生活館前,,
0657_001,向平,,
0657_002,向平,,
0660_001,三菱製紙南口,,
0660_002,三菱製紙南口,,
0699_001,三菱製紙前.,,
0699_002,三菱製紙前.,,
0699_099,三菱製紙前.,,
0700_001,矢沢,,
0700_099,矢沢,,
0701_001,柳橋,,
0701_002,柳橋,,
0701_099,柳橋,,
0702_001,柳町,,
0702_002,柳町,,
0702_099,柳町,,
0702_101,柳町（朝市）,,
0702_102,柳町（朝市）,,
0703_001,山道,,
0703_002,山道,,
0703_003,山道,,
0703_099,山道,,
0704_001,八幡,,
0704_002,八幡,,
0704_099,八幡,,
0705_001,郵便局通,,
0705_002,郵便局通,,
0705_099,郵便局通,,
0706_001,郵便局前,,
0706_002,郵便局前,,
0707_001,遙望石,,
0707_099,遙望石,,
0708_001,種差海岸ｲﾝﾌｫﾒｰｼｮﾝｾﾝﾀｰ,,
0708_099,種差海岸ｲﾝﾌｫﾒｰｼｮﾝｾﾝﾀｰ,,
0710_001,ピアドゥイトーヨーカドー前,,
0710_099,ピアドゥイトーヨーカドー前,,
0800_001,ラピア,,
0800_002,ラピア,,
0800_099,ラピア,,
0801_001,ラピアバスセンター,,
0801_002,ラピアバスセンター,,
0801_099,ラピアバスセンター,,
0801_999,ラピアバスセンター,,
0802_001,陸上自衛隊前,,
0802_002,陸上自衛隊前,,
0802_099,陸上自衛隊前,,
0803_001,類家南団地(旧),,
0803_002,類家南団地(旧),,
0803_099,類家南団地(旧),,
0804_001,霊園南口,,
0804_002,霊園南口,,
0804_099,霊園南口,,
0805_001,労災病院通,,
0805_002,労災病院通,,
0805_003,労災病院通（白銀小学校側）,,
0805_099,労災病院通,,
0806_001,労災病院前,,
0806_002,労災病院前,,
0806_099,労災病院前,,
0807_001,類家南団地,,
0807_002,類家南団地,,
0807_099,類家南団地,,
0900_001,八日町,,
0900_099,八日町,,
0901_001,八戸駅前,,
0902_001,八日町,,
0902_099,八日町,,
0903_001,八戸駅前,,
0904_001,六日町,,
0904_099,六日町,,
0905_001,十六日町,,
0905_099,十六日町,,
0906_001,桜木町,,
0906_002,桜木町,,
0906_099,桜木町,,
0907_001,根城,,
0907_002,根城,,
0907_099,根城,,
0908_001,合同庁舎前,,
0908_002,合同庁舎前,,
0908_099,合同庁舎前,,
0909_001,十三日町,,
0909_099,十三日町,,
0911_001,和野,,
